gene_name	healthy
ANKRD30A	2.1769403113874297
ZNF22	2.3749593005442997
SGMS1	1.8894195878205875
DDX50	2.3162587530559238
PRF1	1.6301212164252077
SEC24C	2.4328556166301594
LDB3	1.7528457384619478
CH25H	2.0390043984397788
HELLS	1.0166236232294654
BLNK	1.5446819027634997
RRP12	1.8878494562825243
ADD3	2.418435576959588
DUSP5	2.370137646835399
SLC18A2	1.6935767268497681
FGFR2	1.903264093967772
SIGIRR	2.2624382349397405
NAP1L4	2.426963174248585
PPFIBP2	1.9394249640476529
ADM	2.7166847529217355
MICAL2	1.4798835285679712
CAT	2.678902681426617
ELF5	2.152786155748672
CD82	2.224955743738422
MADD	2.151432898449582
PRG2	1.4011598068119837
SLC43A3	2.3266818624607573
GLYATL2	1.4611479776895837
FAM111A	2.16352380951549
MS4A2	0.8780617057094897
MS4A6A	2.0920196244774703
MS4A4A	2.1044431359178817
MS4A1	0.8784040749594776
CD6	1.0970415137349252
RARRES3	2.3849395950236394
SF1	2.7061689158267583
CTSW	1.475944580930115
GSTP1	2.865404033889237
SYTL2	1.8947714994557452
YAP1	2.468310573000196
MMP12	0.6451902442916562
FDX1	1.9671873827470316
ZBTB16	2.3600814693935033
CD3E	1.6428788068474227
CD3D	1.4149045350225231
CD3G	0.5741132969049231
CD163	2.48398835744958
A2ML1	0.3389613824302524
KLRB1	1.2466738636992158
KLRF1	1.0543337178113656
KLRD1	0.8531532877563235
HEBP1	2.3133535584907747
EMP1	2.7691612860297576
BCAT1	1.4785109002350223
MUC19	0.03805987857396197
PRICKLE1	1.7068948928470449
LIMA1	2.5642130479014438
GALNT6	1.9499925127545457
KRT86	0.8522466248320151
MUCL1	2.841889034913869
SLC16A7	1.2867374062571382
PPM1H	1.5402158352648998
IFNG	0.30397808105723345
IL26	0.03677561761292824
IL22	0.02807323980976804
NUP107	2.178356139360932
TSPAN8	1.6673036083944166
SYT1	0.9253763478789326
PMCH	0.34330172980646656
ACACB	2.6894630614439103
OAS3	1.8402007738184
MED13L	2.3178906536345427
HSPB8	2.365007964961223
TCTN2	1.9529002122353605
CYSLTR2	0.4420433509062464
ABCC4	1.2337618445486438
RNASE2	1.3619165102529074
SLC7A8	2.3531770305999222
CMA1	1.6814470051879566
CTSG	2.025306782576596
GZMH	1.1768725387636516
GZMB	1.2655330535593934
COCH	1.5570424790407236
WDHD1	1.1152145156367586
SIX4	0.9514132504658432
BATF	1.9730436817514168
VASH1	1.6685436214608504
GALC	1.999991877667213
SERPINA5	1.7622702305155835
TCL1A	0.09788232951722207
BCL11B	0.953709560651163
DEGS2	1.854051419620644
PPP2R5C	2.06454043092281
TECPR2	1.8638846570984298
SIVA1	2.4773863516536294
APBA2	1.0898072847148932
SCG5	1.4780953111955215
LPCAT4	2.3785563788949147
GOLGA8A	2.4559284194126616
THBS1	2.7032438811686483
GCHFR	2.219662854614993
RHOV	2.0578640902819942
HDC	1.6119551559296923
RORA	1.8288498252462249
CA12	2.166514206603908
ZNF609	1.960786533065341
THSD4	1.8302440565437512
ABHD2	2.135856500982818
AP3S2	1.2976843318530076
ZNF710	1.8039330226933203
IDH2	2.388236873097708
SEMA4B	2.320967944261048
CIB1	2.610558157088684
FURIN	2.4868535761036448
TPSB2	2.186459722686328
TPSAB1	2.3721628681475098
SYNGR3	0.5028129332156843
ZNF205	2.0369156358749168
TNFRSF17	1.0184333922126685
CPPED1	1.9573463169447465
SYT17	1.5909902054703862
THUMPD1	2.19720181311006
HS3ST2	1.5570077120706811
IL21R	0.4433136368032976
GTF3C1	2.1381518380810927
CD19	0.5479330151380513
SPN	0.7310850518412416
SIAH1	1.1980014072580345
AMFR	2.350496503476314
MT1E	2.7008717088714813
CCL22	0.9767346775535078
CCL17	0.5188401021744746
RRAD	2.3187163894178684
SMPD3	0.7690707378591459
CALB2	2.557459801717166
CRISPLD2	2.536639274737873
RPA1	2.2785674218912377
CTNS	2.0440648384260918
TXNDC17	2.078191052451316
MED31	2.043174519844454
CLEC10A	1.7406807573902483
CD68	2.547346822580733
VAMP2	0.047627140230566085
EPN2	2.0985057983473863
NLK	1.8762498450552911
CCL7	0.2620523858839377
CCL13	1.6394428650081312
CCL1	0.014270614294446256
CCL4	1.6502810315985683
RPL19	3.1504625582440613
MED1	1.9026344747033017
CDK12	1.9687534306758363
PPP1R1B	2.471597827033813
STARD3	2.395715825847529
ERBB2	2.3711544786141374
MIEN1	2.4790554021650486
GRB7	2.184491567062919
NR1D1	2.6343637233987014
MSL1	2.443176206818785
CASC3	2.5219674514689827
CDC6	0.9395771553721732
IGFBP4	3.0993998468859183
KRT20	0.27812059960450497
KRT23	2.1673275089350357
FZD2	1.3648734597845802
MAPT	1.7920699024493416
SKAP1	1.3758857392336887
MPO	0.6834370930923047
MRC2	2.3545147501804764
KPNA2	2.0877729870959
MYO15B	2.4135045596781497
FOXJ1	0.13282397297460313
TMC6	2.1819677580382124
BIRC5	0.3002389128215925
COLEC12	2.223574051461566
ADCYAP1	1.2928911628813209
TGIF1	2.145039792559833
ANKRD30B	1.0092785978853265
SNRPD1	2.4968839087484502
HRH4	0.18019182800846145
SLC39A6	2.4636998996826147
SMAD2	1.996331117687244
BCL2	2.066129942060606
GZMM	1.188373113232877
GNG7	1.8128818475993471
AES	2.8301446856175527
FZR1	2.2460782890340663
TBXA2R	1.3796530731725427
EBI3	1.4065141300100439
CAPS	2.218974043340643
CD70	0.5544915546566503
CD209	1.7825859939157422
S1PR5	0.8860617212883609
DNAJB1	2.5133448845140327
CYP4F3	0.3098618936172974
BST2	2.752531391313484
ZNF91	1.6260084763308125
ZBTB32	0.5338568559366053
C19orf33	1.251887328272768
CLC	0.2674122517099132
PRX	1.7048329404005873
BLVRB	2.5193780582801004
CEACAM5	0.6290599213888606
CEACAM6	0.737773461411663
CEACAM3	0.26830210250449044
CEACAM8	0.18751283456096488
APOE	2.866622595394684
FLT3LG	1.9036031499507622
SPIB	0.0
NKG7	1.819048833008157
SIGLEC6	0.6441337370544672
SIGLEC5	0.06305879158675723
FPR1	1.7186184166485436
ZNF528	1.8440370553665504
LILRB2	1.5940326369998619
LAIR2	0.18345763307362928
KIR3DL3	0.009252208356269793
KIR2DL3	0.22144081335438748
KIR3DL1	0.2415002265897075
KIR3DL2	0.17243242999314254
FCAR	0.7282094558759579
NCR1	0.23601088356659186
PRNP	2.5625432205232643
SLC24A3	1.8751167440634828
CD93	2.4947765158439617
BPIFB2	0.9278566576241856
PTGIS	2.3288768134575357
PARD6B	1.4103559232628065
ATP9A	2.2122784434859932
DOK5	1.394117690436298
PMEPA1	2.243102767293217
CXADR	1.4315275220358985
BTG3	2.2664404029321137
SYNJ1	1.7883707382291811
KCNJ15	0.9675412721191604
TFF1	1.7745878304202858
PDXK	2.221757468471875
ADARB1	1.931142066746646
COL6A1	2.91895803855173
MCM3AP	2.3284794931061548
MICAL3	1.879112218580801
UBE2L3	2.460739322256784
GSTT1	2.4020799605452128
GGT1	1.6701783834560686
LRP5L	2.007740106953936
TIMP3	3.0360296874113746
MB	1.9588520848618418
APOL3	2.3695674178010995
PVALB	0.7282715144250062
PLA2G6	2.2293810298957357
MPPED1	0.31715483938998185
PRR5	2.184495366125755
ARHGAP8	0.7546854182204868
IL3RA	2.3044380183123865
EGFL6	1.6495783117598304
PHEX	0.7730638114035792
NR0B1	0.5194379822146128
CYBB	1.8608140194284764
MAOB	2.5023176324711387
RBM3	2.7266961493299466
ITM2A	2.5918201983192057
TMSB15A	1.1850156620800232
TCEAL4	2.6159518816863563
TCEAL3	2.3588646779924165
TCEAL1	0.0
TSC22D3	2.810431020840157
SH2D1A	0.9066820122925949
GPC4	1.8839392703470381
TKTL1	0.4552848665008766
