	healthy
FAM110D	2.1719214521007
ZNF593	2.0288418949800042
CNKSR1	2.0275699043940163
CATSPER4	0.109048669501139
CEP85	1.5993577756326736
SH3BGRL3	1.9949318471155397
UBXN11	2.2533684934282285
CD52	2.0130687668870166
ZNF683	0.5839634896909549
LIN28A	0.02343674167662501
DHDDS	2.197651316175087
HMGN2	2.6386918768100283
RPS6KA1	1.9789794041184412
ARID1A	2.2261939669016884
PIGV	1.9105447230884305
ZDHHC18	2.1545131904162136
SFN	2.1471795392184148
GPN2	1.9840427954284199
GPATCH3	2.010997171029951
NUDC	2.508771461570915
NR0B2	0.09732964804808152
TRNP1	2.019638262941664
FAM46B	2.243604213089141
SLC9A1	2.1001281168419657
WDTC1	2.3417959905643184
TMEM222	2.2911554655720487
SYTL1	2.0471292021670933
MAP3K6	2.5320612299991057
FCN3	2.4557899947596797
CD164L2	1.432283384919149
GPR3	1.283054466231145
WASF2	2.529469819467938
AHDC1	2.1666328077372112
FGR	2.133297302095267
IFI6	2.5648676917635136
FAM76A	1.8837908945233683
STX12	2.421792356441263
PPP1R8	2.1217558727209123
THEMIS2	1.9701061427551911
RPA2	2.349019627056246
SMPDL3B	1.382775807422563
XKR8	1.7544193792666247
EYA3	1.8423432706328227
PTAFR	1.4795462764665517
DNAJC8	2.386424233010149
SESN2	2.0518456243669045
MED18	1.7933545278346057
PHACTR4	1.9754960685740113
RCC1	2.0572803792153875
TRNAU1AP	1.9105102717295321
TAF12	2.073243871481807
RAB42	1.4002726012625009
GMEB1	1.6081575592848838
YTHDF2	2.362316727161993
OPRD1	0.03475638378289579
EPB41	1.6637944746579982
TMEM200B	1.306574222755307
SRSF4	2.606807011338987
MECR	1.9654905257544613
PTPRU	2.0278796249705677
MATN1	0.7735667196219538
LAPTM5	2.4783829797915917
SDC3	2.2639107115070582
PUM1	2.352320475910058
NKAIN1	0.4577315245291274
SNRNP40	2.033407348361888
ZCCHC17	2.2785520159282204
FABP3	2.123223879664606
SERINC2	2.286281636619566
TINAGL1	2.6233710071657064
HCRTR1	0.5851501200671015
PEF1	2.4297306352752837
COL16A1	2.4407191385682325
SPOCD1	1.2244660298819123
PTP4A2	2.580089461492117
KHDRBS1	2.519395405590191
TMEM39B	1.9125633695957918
KPNA6	2.191282987277751
TXLNA	2.3231189220360045
CCDC28B	1.6067903901150382
IQCC	1.6101170296083802
DCDC2B	0.7811042898911561
TMEM234	2.048398576178527
EIF3I	2.7460925865222685
FAM167B	2.067370830708462
LCK	1.3116868359145248
HDAC1	2.4654497429377233
MARCKSL1	2.571809951716705
TSSK3	0.9402058744715276
FAM229A	1.9175259100825834
BSDC1	2.3735930908597
ZBTB8A	1.062454640523019
ZBTB8OS	1.8614052741645835
RBBP4	2.397200859229911
SYNC	1.5872418479692023
KIAA1522	2.329371016541754
YARS	2.1585720789498217
S100PBP	1.8824588643527378
FNDC5	1.2720159871837948
HPCA	0.3757920564759731
TMEM54	2.234545540938277
RNF19B	2.1016662307938745
AK2	2.3587335223419843
TRIM62	1.7300673633887038
ZNF362	2.2043489005385153
A3GALT2	0.33566974209143713
PHC2	2.559593134983851
ZSCAN20	1.0442158829732346
CSMD2	0.2835402752888783
HMGB4	0.3256507552576608
C1orf94	0.042459179803022454
SMIM12	1.8856840835126865
GJB5	1.0073522206852001
GJB4	0.1636623602299748
GJB3	0.7242881170406154
GJA4	2.5414058909306743
DLGAP3	0.5882493879490464
ZMYM6	1.8221908899621657
ZMYM1	1.6772489075426464
SFPQ	2.614044150874284
ZMYM4	2.07945108967489
KIAA0319L	2.1221067724992975
NCDN	2.052184219603631
TFAP2E	1.312935985406218
PSMB2	2.3883388142157242
C1orf216	1.967106203898664
CLSPN	0.3471511820894313
AGO4	2.0371419099343346
AGO1	1.8105950968428235
AGO3	1.539686698162443
TEKT2	0.954550734725763
ADPRHL2	2.267134594192351
COL8A2	1.9208138172588671
TRAPPC3	2.2886623990479027
MAP7D1	2.5730622374164462
THRAP3	2.46978761916189
SH3D21	2.191002941688617
EVA1B	2.347543857456812
STK40	2.262271083068849
LSM10	2.2436296499832635
OSCP1	1.7552314013934354
MRPS15	2.301542324633943
CSF3R	2.052424616555
GRIK3	1.2193197264809135
ZC3H12A	2.2698289701039074
MEAF6	2.2737403561439167
SNIP1	1.8296991017355684
DNALI1	1.8044617125302254
GNL2	2.1320783695834633
RSPO1	1.5589134004287346
C1orf109	1.8563945541072464
CDCA8	1.1134639038650758
EPHA10	0.728706805339762
MANEAL	1.3239034097813618
YRDC	2.1171325289610308
C1orf122	2.594474132527802
MTF1	1.6568395247981593
INPP5B	1.8864343018354786
SF3A3	2.261745482398
FHL3	2.187444264593722
POU3F1	0.5071996139220689
RRAGC	2.1937329769691565
MYCBP	0.06985434211819679
RHBDL2	1.0310901527691465
AKIRIN1	2.315090733883441
NDUFS5	2.857532463361849
MACF1	2.1134564252169357
BMP8A	0.7967084881147841
PABPC4	2.5482334925380576
HEYL	2.0504344212203605
NT5C1A	0.14709804419155462
HPCAL4	0.1592846723316771
PPIE	2.001611534255361
BMP8B	1.142400563160453
OXCT2	0.35491872886093256
TRIT1	2.078416666574048
MYCL	0.8674692577290442
MFSD2A	1.5759172703400064
CAP1	2.6525464272358077
PPT1	2.461177482180293
RLF	2.0696383912128264
TMCO2	0.2403923999502805
ZMPSTE24	2.2461007696920623
COL9A2	1.9285632363958494
SMAP2	2.303226932921605
ZFP69B	0.8048623262779386
ZFP69	1.3908258433498994
EXO5	1.616478491937673
ZNF684	1.3126772927105663
RIMS3	1.3215796920471887
NFYC	2.227509353702496
KCNQ4	1.5108047439269687
CITED4	2.4273810876906334
CTPS1	1.806918660984414
SLFNL1	0.7059930902312762
SCMH1	2.270713933788425
FOXO6	1.2515914698666526
EDN2	1.66249140579344
HIVEP3	1.5160942659197345
GUCA2B	0.06273066295671939
GUCA2A	0.3604455862189007
FOXJ3	2.259308210760176
RIMKLA	0.4505284178533049
ZMYND12	1.16872671543108
PPCS	2.3609422634744104
CCDC30	1.0620172099162846
PPIH	2.0155862908474234
YBX1	2.8989751316111025
CLDN19	1.116120346071997
C1orf50	1.705576307192173
ERMAP	1.931919602839971
ZNF691	1.8688169250158437
SLC2A1	2.216360018503823
FAM183A	0.8066581030953607
EBNA1BP2	2.2266311894987987
TMEM125	1.8104310390287655
C1orf210	1.9224208401556722
TIE1	2.357929488229008
MPL	0.5018795450537628
CDC20	1.281968637037478
ELOVL1	2.509775217864213
MED8	2.3211221539731772
SZT2	1.9543979420392232
HYI	2.228823541348874
PTPRF	2.4688057105122483
KDM4A	2.1028142378651085
ST3GAL3	1.9108666020358795
ARTN	1.131747831508735
IPO13	2.0191827170026375
DPH2	2.1048677025722755
ATP6V0B	2.432050754424764
B4GALT2	2.190269675332112
CCDC24	1.6576021212549628
SLC6A9	1.6466454691967436
KLF17	0.06575402170879717
DMAP1	2.2046577400983915
ERI3	2.298791555754401
RNF220	2.018395452778345
TMEM53	1.8513968754620722
C1orf228	1.2494916840289008
KIF2C	0.9134169361201554
RPS8	3.0332951128850745
BEST4	0.802317726474446
PLK3	2.0858370097692087
TCTEX1D4	0.8044913024258808
BTBD19	1.701596689369755
PTCH2	1.7066582084746111
EIF2B3	2.1412951866085574
HECTD3	2.3085161621948846
UROD	2.3860049061265873
ZSWIM5	1.3316164799219083
HPDL	0.8133343105357163
MUTYH	1.9942803805819918
TOE1	1.9553066115708688
TESK2	1.6839299287254708
MMACHC	1.38640546648709
PRDX1	2.802891517904972
AKR1A1	2.3940236949068283
NASP	2.367696083326295
CCDC17	1.4448549201576333
GPBP1L1	2.2807673213217416
TMEM69	2.2182834162262384
IPP	1.586130301345774
MAST2	2.226101161101469
PIK3R3	2.2944581441402017
TSPAN1	1.6713156476233595
POMGNT1	2.1863899557392217
LURAP1	1.4683554382362278
RAD54L	0.6753207084489343
LRRC41	2.184185848141415
UQCRH	2.5119367180936374
NSUN4	1.7210850921456409
FAAH	2.152554088741376
DMBX1	0.35033475906784645
KNCN	0.006515537374720206
MKNK1	2.2422789787312003
MOB3C	2.0000677869897014
ATPAF1	2.148036922323161
TEX38	0.25957075427801896
EFCAB14	2.415500882508028
CYP4B1	2.4963032834336674
CYP4A11	0.5834547933410803
CYP4X1	2.0906148034312046
CYP4Z1	1.9348407722438026
CYP4A22	0.6297046545713954
PDZK1IP1	2.0400664565368065
TAL1	1.8864757558571719
STIL	0.9577994362573582
CMPK1	2.561852913643288
FOXE3	0.12914100427163058
FOXD2	0.6772193096452297
TRABD2B	1.8665205809180212
SLC5A9	0.8853048236054649
SPATA6	1.8465202389669706
AGBL4	0.2094239595525469
BEND5	1.826848696246497
ELAVL4	0.10751996610134856
DMRTA2	0.029737807209126256
FAF1	2.108519454561574
CDKN2C	2.1765982818123977
C1orf185	0.08518618636296073
RNF11	2.520940108239789
TTC39A	1.7205461756223837
EPS15	2.2929687474291156
OSBPL9	2.3506791620375056
RAB3B	0.5961754868429059
TXNDC12	2.395041825066826
BTF3L4	2.051238377873082
ZFYVE9	1.9924754482275724
CC2D1B	2.107370886617265
ORC1	0.7365038495252818
PRPF38A	2.1409518795175337
ZCCHC11	1.9335181775944235
GPX7	1.8999132335768103
ZYG11B	1.8832214359681794
ZYG11A	0.5993108015076358
ECHDC2	2.5077265540221325
SCP2	2.264931447674989
PODN	2.639197986855025
SLC1A7	1.5475386870867134
CPT2	1.9159831920651242
C1orf123	2.4965266707193043
MAGOH	2.2565801842963706
LRP8	1.283542121818357
DMRTB1	0.06853794957396989
GLIS1	1.317223083883601
NDC1	1.8054222323210936
YIPF1	2.236298213131807
DIO1	0.9612317080464611
HSPB11	1.864876442905467
LRRC42	2.112564418603158
LDLRAD1	0.18090467408600697
TMEM59	2.609991176717108
TCEANC2	1.3327563543765322
CDCP2	0.43911313082652137
CYB5RL	0.9904089671081958
MRPL37	2.415080438139785
SSBP3	2.14687775105103
ACOT11	0.5570560876509951
FAM151A	0.3742155135985973
MROH7-TTC4	0.610099089693941
MROH7	0.8088859141454185
TTC4	1.6387489823465358
PARS2	1.39405277319439
TTC22	1.3983522947677
DHCR24	2.5825698403875976
TMEM61	1.6877385874301805
BSND	0.1755584560047324
PCSK9	0.28635459651397804
USP24	2.1714409640075005
PRKAA2	1.2990378496687494
C8A	0.16305006063479574
C8B	0.1987662629768007
DAB1	0.5389018857679139
OMA1	1.7477672819643624
TACSTD2	2.726712563308367
MYSM1	2.181743517119439
JUN	2.945958662171309
FGGY	1.406577176565258
HOOK1	1.5643145002244323
CYP2J2	1.3672990541908232
C1orf87	0.09783883463959411
NFIA	2.0849519902362075
TM2D1	1.9267946510706337
L1TD1	0.6176881445567969
KANK4	1.1934038513908025
USP1	2.119908246207043
DOCK7	1.8058930635790966
ANGPTL3	0.3182119173305839
ATG4C	1.7736247082676113
FOXD3	0.6041231734862635
ALG6	1.663071672382382
ITGB3BP	1.5842518383780861
EFCAB7	1.498896611380718
PGM1	2.466375066752413
ROR1	1.3111051213023655
UBE2U	0.049396055357056
CACHD1	2.149175034520164
RAVER2	1.4655950897078929
JAK1	2.4567905652384936
AK4	2.048088503369371
DNAJC6	1.1360663241431792
LEPROT	2.5027168685757526
LEPR	2.0280531946511413
PDE4B	2.05135022286474
SGIP1	1.260721902799037
TCTEX1D1	1.2911374146556613
INSL5	0.13215157460822957
WDR78	1.0550972184671201
MIER1	1.9734342200911827
SLC35D1	1.7087502028215784
C1orf141	0.022424607043775018
IL23R	0.04536045157265602
IL12RB2	0.6527750929719123
SERBP1	2.4862901269839157
GADD45A	2.5867872270921084
GNG12	2.472359116301209
DIRAS3	1.5882654232500681
WLS	2.2614486079364067
RPE65	0.38314364701481696
DEPDC1	0.28712738623751616
LRRC7	0.278180847680595
LRRC40	1.949237694364332
SRSF11	2.6033701912717446
ANKRD13C	1.9842149166854628
HHLA3	1.8749954660093155
CTH	1.5249865175705806
PTGER3	2.1083540737604523
ZRANB2	2.5149810616297184
NEGR1	1.5928130601282078
LRRIQ3	0.4721487778338935
FPGT	1.8147576540200598
TNNI3K	0.2100687602534653
FPGT-TNNI3K	0.4003786565021951
LRRC53	0.02641979194342829
CRYZ	2.06438873185946
TYW3	1.990826787912048
LHX8	0.12207020496469145
SLC44A5	1.03884533043507
ACADM	2.2771314654723636
RABGGTB	2.404058358599217
MSH4	0.672756820928191
ASB17	0.08581225017094045
ST6GALNAC3	1.7466460411053013
ST6GALNAC5	1.363146950256502
PIGK	1.9549848287199412
AK5	1.8743229346234043
USP33	2.322212542102163
NEXN	2.1242527371574944
FUBP1	2.3796685904738375
DNAJB4	2.196432225990048
GIPC2	1.6715600304471658
PTGFR	1.9475225254948008
IFI44L	1.909598770412087
IFI44	2.247669392242323
TTLL7	1.4415389306859367
PRKACB	1.880766636892312
SAMD13	0.8662482904423402
DNASE2B	0.4907060954462969
RPF1	2.2914136038051107
GNG5	2.6145739440359477
SPATA1	0.9343164695480144
CTBS	1.8154795232433927
SSX2IP	1.2300023909009392
LPAR3	0.6495248410508632
MCOLN2	1.0030874365824887
WDR63	0.29739052417206896
MCOLN3	1.7925837857378528
SYDE2	1.2224973651263549
C1orf52	2.0290084288013572
BCL10	1.9482102971573778
DDAH1	1.9053241269599568
CYR61	2.932156855910147
ZNHIT6	1.8960091967013848
COL24A1	0.5119103882935906
ODF2L	2.005725471820655
CLCA2	1.3194758464425473
CLCA1	0.20658945637669288
CLCA4	0.9153331780864437
SH3GLB1	2.4276130217148686
HS2ST1	1.881861086959845
LMO4	2.156299274473282
PKN2	2.166346534741547
GTF2B	2.190226781772435
RBMXL1	1.9303261588835974
GBP3	2.030299567557477
GBP1	2.194262177633464
GBP2	2.447193478329177
GBP7	0.1464727189932388
GBP4	1.938982476229121
GBP5	1.0610016289790851
GBP6	0.3293487769658321
LRRC8B	1.7316787130553977
LRRC8C	1.8537591328928629
LRRC8D	0.2633695465081078
ZNF326	1.9246545171693055
BARHL2	0.05040321431612704
ZNF644	1.9689584495103694
HFM1	0.8059570080154671
CDC7	1.4050230373291717
TGFBR3	2.503077026880247
BRDT	0.18073366160582308
EPHX4	0.8203703585991725
BTBD8	0.7519619958133532
C1orf146	0.1492971008273406
GLMN	1.7003388841221687
RPAP2	1.29565186273157
GFI1	0.8516707072361538
EVI5	1.6705200113143626
RPL5	3.108770039340834
FAM69A	1.9658692173698529
MTF2	1.9169353311689223
TMED5	2.082896665639135
CCDC18	1.321070001117893
DR1	1.9185901405871308
FNBP1L	2.2989973423123966
BCAR3	2.1394788900303237
DNTTIP2	2.128545652897198
GCLM	1.8929454265521695
ABCA4	0.84481862806143
ARHGAP29	2.248600601016452
ABCD3	2.0415942224997465
F3	2.608932144773543
SLC44A3	1.665387986415886
CNN3	2.7502475437658993
ALG14	1.198571001586444
TMEM56	1.503609625652184
RWDD3	1.781679464402584
PTBP2	1.7966632801687439
DPYD	2.062169765863636
SNX7	2.159436625711645
PALMD	2.6195501303709117
FRRS1	1.4372922153215946
AGL	1.8675069297022133
SLC35A3	1.9395551565857625
SASS6	1.4428364491626022
TRMT13	1.865193282436373
LRRC39	1.4879141926007464
DBT	1.6577613899073183
RTCA	2.1167108812212527
CDC14A	1.7491839268095846
GPR88	1.3167772802767903
VCAM1	2.131921621100962
EXTL2	1.7763602150480322
SLC30A7	1.8884948952107548
DPH5	1.89260802127407
S1PR1	2.673970374045469
OLFM3	0.013517179669969213
COL11A1	0.5900499093254874
RNPC3	2.342112232830893
AMY2B	2.1581717863608074
AMY2A	1.3231171182707175
AMY1A	0.05580021438466049
AMY1B	0.029277872017510826
AMY1C	0.07705785418706411
PRMT6	1.8325534329088053
NTNG1	0.34527179618360404
VAV3	1.9714326589663111
SLC25A24	2.0248990905883257
NBPF4	0.2939503151737399
NBPF6	0.3050505983030763
FAM102B	1.8709481036235602
HENMT1	1.6682402742506857
PRPF38B	2.3161368284654356
FNDC7	0.06837469158458888
STXBP3	2.1759505623800206
AKNAD1	0.5830568437657965
GPSM2	1.520993781580186
CLCC1	2.183951597903902
WDR47	1.9089223760981864
TAF13	2.1870854015675287
TMEM167B	2.2504523706119484
C1orf194	0.48192553671601374
KIAA1324	2.2512857238296777
SARS	2.535325532578671
CELSR2	1.8102389325603596
PSRC1	1.4809087428110956
MYBPHL	0.23255579248357636
SORT1	2.34153933712875
PSMA5	2.0858340379990783
SYPL2	1.3356049821656277
ATXN7L2	1.6389092237294454
CYB561D1	1.5938703587857461
AMIGO1	1.63795946695905
GPR61	0.2633720166936593
GNAI3	2.3889755634171856
GNAT2	0.20116324880380515
AMPD2	2.091050718213232
GSTM4	1.9902532431579738
GSTM2	2.4903867732022187
GSTM1	2.3988411722412915
GSTM5	1.871202621419913
GSTM3	2.292322353092077
EPS8L3	0.15371094060230486
CSF1	2.4647674053346433
AHCYL1	2.491835029532016
STRIP1	2.1659730574213647
ALX3	1.52761822546834
UBL4B	0.9991965583611369
SLC6A17	0.4812837972855003
KCNC4	1.7952316235134977
RBM15	1.5513424905182267
SLC16A4	1.6977070624215178
LAMTOR5	2.5160268944392516
PROK1	1.8308430723660953
KCNA10	0.015639706554474758
KCNA2	0.5470933058126047
KCNA3	0.5552136953716957
CD53	2.1412259366389788
LRIF1	1.7851835983949462
DRAM2	2.3408052199379052
CEPT1	1.9698921932790732
DENND2D	1.8490385643895828
CHI3L2	1.9043656995255223
CHIA	0.28916262687802846
PIFO	1.2310764003211272
OVGP1	1.7079671894049888
WDR77	2.2640230782165425
C1orf162	2.0363847263590142
ADORA3	1.393575640796457
RAP1A	2.2624857618398737
FAM212B	1.6316550174816642
DDX20	1.8564252722024832
KCND3	1.4483997704681728
CTTNBP2NL	2.0561822774265752
WNT2B	1.4149241551637621
ST7L	1.6421400347324282
CAPZA1	2.4376027013341455
MOV10	2.241478361838163
RHOC	2.6744430426163754
PPM1J	1.3816051974049053
FAM19A3	0.42158153495613826
SLC16A1	1.7915734804567203
LRIG2	1.7212261527635857
MAGI3	1.7177989706721224
PHTF1	1.4730928274518664
RSBN1	1.8897303544336996
PTPN22	1.152210849783626
BCL2L15	0.46921175396716513
AP4B1	1.9318255974198626
DCLRE1B	1.59041939306047
HIPK1	2.1215682079732425
OLFML3	2.5395044468113577
SYT6	0.22505205154721905
TRIM33	2.0519646060813863
BCAS2	2.364962561830146
DENND2C	1.1569182916428777
AMPD1	0.9422729211595612
NRAS	2.0884163217479754
