gene_name	0	1	2	3	4	5	6	7	8
CSF1R	2.78868571	0.45392514	3.10595769	1.43130689	3.992068	0.1958725	0.0	6.74544258	3.51769563
CSF2	0.84455782	1.63691458	4.80017771	0.17655489	0.0	0.0	0.0	0.0492639	3.01989956
CSF3R	0.50570949	1.61622325	3.34769697	3.43519216	0.60104816	1.13230264	5.58288131	4.13132088	2.04381109
CTLA4	0.57548522	1.69450879	4.5521379	0.64892556	0.02470651	0.21619616	0.0	1.13853858	2.61143471
CTNS	1.62318126	2.25736988	1.42668732	1.94502877	0.0	0.68144927	0.99778772	0.11664492	3.84916528
CTSG	0.11626969	0.0	0.00882045	0.05026422	0.0	0.0	0.0	0.0	0.0
CTSK	5.08398831	3.68610028	7.07147184	1.73465543	0.07537704	0.38404981	0.90502785	6.17034678	5.49720429
CTSW	3.32702006	0.71474269	4.63370094	0.11817848	0.02277131	0.01435529	0.0	5.18231594	7.9321163
CXADR	5.01920151	6.11913876	7.01657376	4.87988395	0.33965569	3.38939472	1.86502479	0.43520747	0.077243
CYBB	5.46692421	0.41349093	3.9375941	1.63294498	6.6050956	3.58976349	0.02147973	7.77656117	5.64569846
CYP4B1	2.70190545	3.52821408	2.11773177	6.05186246	0.2646729	2.00270252	2.80276024	0.0	0.0
GADD45A	2.08849297	5.12304732	4.55266782	4.46238552	2.16276666	3.5099597	1.48101555	3.23419472	2.4279041
COCH	4.28035984	1.28716268	2.64164821	0.27576559	0.72762347	0.05947065	0.32879941	0.0	0.0
DHFR	6.01439116	2.37009784	2.97116879	3.61656087	4.0664415	0.41818995	2.66569351	2.12624256	4.35297034
DPP4	1.06325639	0.47557904	1.89431666	0.51335292	0.93734439	0.08915913	0.00255735	5.94726012	4.53425532
TSC22D3	8.32211325	5.07179944	7.72025163	5.89295395	8.06565847	2.54874486	5.7225762	6.57160496	7.68839409
DTNB	3.72400704	3.85138022	3.87632292	3.02950107	2.01532888	3.8848014	3.25318413	0.90992466	1.74080766
HBEGF	3.78876027	3.690151	4.74691549	4.67482013	2.5126866	1.04788733	1.28726256	4.94850249	0.01989956
DUSP2	5.17199882	2.7319073	5.00268263	3.34933954	4.44442011	3.86253405	0.66330789	6.62697701	5.54930979
DUSP4	3.62700225	2.12180484	3.98233687	3.09139211	4.58178946	4.14740847	4.7261808	2.17716248	3.57255287
DUSP5	3.75913681	4.37910602	4.71533519	5.01317394	5.16234555	4.63978687	4.26087554	4.17556662	7.31173823
EFNA3	0.47230208	1.40521442	2.22575895	0.7833233	0.31192579	0.23521646	2.40906239	0.0	0.0
ELF5	1.71141624	2.95636648	4.74454471	4.08169598	0.07226174	2.16323035	5.845486	0.03525347	0.04030799
EMP1	2.88912583	6.66807454	6.68631015	6.58435169	3.83881428	6.66457173	1.74804565	5.39421446	0.66852259
EMR1	1.40842073	0.51649548	0.19656531	0.07637252	0.0	0.0	0.0	0.3726589	0.0
ERBB2	2.73397405	7.15226311	4.45201069	5.53856356	0.09023755	6.39168754	8.10804466	2.17867271	0.87796233
EREG	0.36577251	7.37250235	2.90800606	0.17783084	3.49453198	5.45807846	0.0	7.15328268	0.48370831
ESR1	1.18178409	2.03554013	0.68577292	7.1787771	0.10067189	2.69756997	1.50384112	3.63226822	0.00240249
F13A1	2.41132939	0.00822051	3.90625812	0.09712042	0.0	0.0	0.0	7.82908844	1.43325623
FABP4	1.61781901	0.13906404	4.97872657	0.63817918	0.08962141	1.4768137	0.0	0.0	0.0
FABP7	6.3801549	0.07202411	8.11958117	0.53804145	4.86881694	0.0	0.18923793	0.22195846	0.13531596
FBP1	3.29986215	3.08369966	2.98776306	5.74256483	2.71838654	1.17445968	6.38636874	5.07442882	4.60238957
FCAR	0.22870877	0.0898855	0.01253904	0.02702534	0.0	0.0	0.0	1.05913665	0.0
MS4A2	0.08187523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCGR3B	0.49788604	0.0	0.06216752	0.0	0.0	0.0	0.0	0.49838525	1.907318
FDX1	2.14159628	0.97207991	2.94280738	2.57114724	2.22187708	0.46205232	3.16741491	1.93118539	1.68307259
GPC4	0.20722354	2.68396374	0.43520127	1.07132584	0.0	1.07382023	3.35359649	0.0045487	0.0
FGFR2	0.70645162	0.0071955	3.07728077	0.26336225	0.04328087	0.20111105	0.10649962	0.0	0.02778316
FOXJ1	0.0	0.0	0.01695723	0.39904677	0.0	0.75453124	0.0	0.0	0.0
FLT3LG	0.28519082	0.54078305	1.28583543	0.48120499	0.0	1.15380534	0.15076929	3.17203266	0.0
FN1	5.88464589	4.74060638	8.46242296	4.01791381	1.36151317	4.27133852	5.83234696	9.63362145	3.0459477
FPR1	1.59454855	0.12527323	2.11585731	0.07088888	3.4697676	0.05253182	0.0	5.41788804	0.0
FUT5	0.65943532	0.74477619	0.601447	0.97679686	0.68420669	0.38727062	1.09358198	0.43576894	1.08633087
FZD2	0.0	0.00411611	0.02520504	0.38886582	0.0	0.0	0.0	2.78494474	0.0
IFI6	4.26103375	6.0392742	7.22845252	9.4349826	1.48683137	4.32660925	5.73609855	8.84298545	6.95605665
GALC	2.01486535	1.95552537	2.30055254	2.71649212	0.0	0.00839127	0.47959775	4.28641428	1.83390208
GALNT3	3.01699926	4.57564369	5.23833295	2.54165	5.00766442	3.56422572	2.82840883	0.0	6.71460424
GATA2	0.58890734	2.02924252	2.21099498	3.18615477	0.0304966	0.31227792	2.11339939	0.62391614	0.00799279
GATA3	2.07094127	1.48383113	4.24099737	6.36235512	0.09822354	2.18995631	7.09972109	2.41370809	4.24031433
GCHFR	6.05755084	2.41168449	4.90489122	3.52775279	6.04254485	1.39666186	5.46921904	4.16171799	6.5551515
GCNT2	4.35446979	2.29481327	4.81122689	3.10256652	4.26702498	0.55622502	1.57007114	1.92659875	4.33457622
GGT1	3.08670492	3.54446772	4.25122947	3.7093508	1.96280138	3.38082178	4.05855392	1.41769265	2.78996105
GLDC	2.43138418	1.96602609	0.33954689	0.22201765	0.49894709	0.01197264	2.64950421	0.0	2.11084577
GM2A	5.0269581	3.48579481	3.41051952	3.13079612	3.85802622	2.6287736	1.7061562	5.69012299	4.87774425
GNG7	1.32943117	0.48001887	1.09276064	0.98351188	0.90549094	0.0279797	0.98679259	0.0	0.28227505
GRB7	1.961954	6.1300189	3.30980168	5.11857493	0.01500442	6.5536101	7.43780173	0.94938749	1.31646759
CXCL1	1.32614696	9.60726514	5.21145757	0.67626741	0.0	8.16066141	0.0	6.70254819	0.79030867
GSTA4	4.28693394	5.11499161	4.9978937	4.18732868	0.91769213	3.74707405	7.12002545	0.02260143	0.04963077
GSTM1	3.25806121	3.16257835	2.08455295	6.27527461	0.99111982	0.07781267	0.0	1.60132119	1.02424087
GSTM3	3.60173896	5.1287235	4.93605352	8.99390461	0.02470651	4.2711206	4.37810883	2.46933763	3.53384018
GSTP1	9.45028374	8.80563871	9.41600327	5.15212809	9.7049309	6.95984742	5.9098389	9.23433845	8.80105444
GSTT1	0.5803178	0.0	1.61374002	5.49489267	0.0	0.04264434	0.0	0.0	0.0
GTF3C1	2.36447238	3.51535442	3.82491972	4.04256475	0.83665864	3.72160051	2.67916224	3.46652409	4.03650333
GUCA1A	0.13586317	0.0	0.00111547	0.0	0.0	0.01673402	0.0	0.0	0.0
GUCY1A3	2.49446133	5.54362108	4.84241494	1.02328762	0.16408412	5.38178807	0.0	0.80995594	0.35864632
GZMH	2.725001	0.75478572	4.56632068	0.08146359	0.0	0.0	0.0	4.12219316	8.14816866
GZMA	4.14620134	0.29865832	4.75698493	0.10689647	4.00609397	0.0	0.0	5.20423134	8.28300087
GZMB	6.10965905	2.59227193	6.04048076	0.13738429	4.21430146	1.71863562	0.0	8.27627136	12.20809834
GZMM	0.0	0.02722147	0.01632689	0.0	0.0	0.0	0.0	1.48948885	0.0
HIST1H1C	6.1213855	4.44520014	5.5401972	7.14420029	4.67008324	4.25165598	3.57251809	3.68564512	6.51821164
HDC	0.55318494	0.0	2.44420726	0.14748432	0.03113851	0.0	0.0	0.0	0.0
HELLS	6.97395151	3.69906507	5.2764288	5.31203474	6.76480526	3.74007306	5.41274329	4.04384179	6.32726819
HLA-DOB	6.75926999	2.52773763	3.60673014	1.15203588	7.25610573	0.03913839	0.0	1.65293929	4.02276234
HLA-DQA1	9.13861282	3.0109503	6.15456638	4.00918428	9.98270324	3.38255198	0.0	9.81387315	7.94083886
HOXA9	1.23145435	0.01197264	3.92451464	0.0235457	0.01695007	0.0	0.07636048	0.0	0.0
HOXA10	2.95156781	0.49739947	5.71220206	1.3987981	0.28365244	0.10265813	1.57897766	1.86059694	0.03562391
HPGD	0.3571498	0.19624731	0.29040485	1.06111635	0.0	0.01137636	0.0	0.61996895	0.0
HES1	2.73521269	3.89477158	4.67446814	4.93358551	1.46609315	5.36882654	4.67501458	1.46741678	0.46524895
HSD11B1	0.96268122	0.05029438	2.30717086	0.35993001	0.0	0.08292962	0.30601758	6.33382857	0.01117755
DNAJB1	7.24492782	7.73270206	7.11295409	7.16029225	6.65718526	6.52286265	5.37191292	7.60987858	6.27072619
ID4	2.02464895	2.09182071	4.84784745	0.28913695	0.15527823	3.26228281	0.96108556	0.03895363	0.00639777
IDH2	3.89886479	7.78340676	4.96203255	4.15288402	4.33991477	6.73425236	5.30070239	4.4160219	2.67844756
IFNG	3.10933071	0.30534521	6.3206951	1.0306892	0.05595284	0.05947065	0.0	7.66836251	8.39977636
IGFBP4	1.61445746	0.51961379	4.05272716	4.73723444	0.18557827	1.21852287	0.00650073	5.11730134	4.75690468
IGFBP5	1.10265813	4.21355096	3.53183464	4.67812826	0.00458311	2.74604398	0.94219665	0.02633415	0.79262402
IL3RA	1.74531418	0.14497864	0.86297464	0.01759803	5.43898838	0.22187708	0.32898467	4.37803697	8.34926403
IL5RA	2.89872662	0.0	0.0	0.0	0.82671025	0.02915837	0.0	0.0	0.0
IL6ST	5.28922189	4.94855635	6.17932959	7.36006653	5.94070067	3.14397837	0.3422611	6.27711362	7.04223697
IL8	5.10620771	12.03123449	6.40606567	3.91599885	6.89860963	9.88018807	3.88730514	9.86678844	3.70308839
IL12RB2	0.38049199	0.44814581	2.19393725	1.64482116	0.59628464	0.0	0.20304956	0.0	0.0
KAL1	0.74339186	3.6496702	1.43413977	2.85780008	0.0	3.06551487	2.76721053	3.41056962	0.02463488
CD82	6.05460819	3.63481451	6.43871283	2.39929541	6.99703574	0.33818668	4.39849822	5.9924226	6.49711556
KCNH2	0.06989853	1.06662228	0.05635359	0.16385	0.0	0.0	0.17735202	0.0	0.0
KCNJ15	0.30325888	0.0	2.20473217	0.01071475	0.0	0.00839127	0.0	0.88259157	0.0
KIR2DL3	0.28180421	0.0	0.02026201	0.03728637	0.0	0.03033608	0.0	0.01510689	0.04652986
KIR3DL1	0.17655074	0.0409759	0.00612441	0.0	0.0	0.0	0.0	0.0	4.60785633
KIR3DL2	0.58100685	0.03327615	0.34344709	0.0	0.0	0.0	0.0	0.0	4.07034162
KIT	2.50075654	3.1251945	2.92574769	1.98142094	0.01110525	2.5106455	5.04170507	0.04706075	0.03170886
KLRB1	1.13937594	0.13719122	2.63704272	0.01863417	0.0	0.0	0.0	1.84736401	0.39078995
KLRD1	2.04664073	0.32330144	3.44882066	0.75663516	0.01370587	1.97605808	0.0	5.13896963	6.46285214
KPNA2	9.43513817	7.64273251	7.27985859	8.07637301	9.31618895	7.5026926	6.54933629	4.76148125	8.07327576
KRT86	0.00257394	4.08365914	0.10437373	0.14902282	0.0	3.96154616	0.19737842	2.62883498	0.31227792
AFF3	3.04670308	0.10975853	1.00346309	4.74566271	3.27331243	0.37248784	5.82317409	0.0136033	0.0
LAIR2	1.01550267	0.13844003	3.93545454	0.0	0.0	0.0	0.0	0.76999439	2.91254342
LCK	5.00584106	0.57692518	5.45530451	1.99688172	4.39487578	0.00779351	0.20748986	4.45303231	3.68325977
LRP2	3.98020487	0.47162103	1.18521823	4.73987264	0.0508974	0.37388017	0.42708706	0.0	0.0
LTA	4.07163091	0.30423288	4.16505023	0.02277131	5.29166048	0.0	0.0	0.0	6.20026108
CYP4F3	0.01103552	0.00445859	0.04140564	0.67067556	0.0	2.24005986	1.26332524	0.00379158	0.00320243
LTF	4.97837543	0.98376454	7.05817954	4.30774644	0.30769346	0.12212049	0.03403391	0.61353165	0.11103131
SH2D1A	3.92168795	1.63779791	5.49348528	1.60721732	0.06976465	0.10433666	0.0	4.66148559	5.57329373
TACSTD2	4.07997233	5.44536569	6.69601841	5.21302201	2.18211441	4.06863499	4.48798003	0.45694445	0.20441899
SMAD2	5.39972653	6.09832791	4.96725015	5.30533716	4.93346534	5.68590512	5.22479215	3.9922914	3.90507272
MAOB	1.31521427	0.0	3.17346319	4.90902682	0.21242785	0.01077984	3.22484193	0.0	0.0
MAPT	0.22936818	0.86450455	0.91416276	3.72735613	0.0	0.03738222	2.33277722	0.0	0.0
MB	2.58783644	3.24839749	4.45670452	2.2721318	0.04009541	1.37364821	3.6924344	0.07472175	0.0
ME1	1.84534667	3.00621252	2.9943897	2.89688829	0.00849993	0.67882311	3.21121321	4.33138842	1.4002343
MEF2C	7.3720877	0.03997392	3.36670669	2.1663941	7.57212486	0.01256867	0.0	5.23029606	5.86450258
MME	5.26405381	0.01333464	2.42824309	0.78826808	6.63770508	0.0	0.0	0.02856915	0.19254489
MMP12	2.87984577	3.65870114	1.75028669	0.19110319	0.7252454	5.72650201	0.0	5.83102383	0.09835967
MPO	0.62777358	0.01571504	0.23079407	1.95767827	0.01045436	0.0	0.0	0.0	0.0
MSR1	2.2416223	0.43245043	3.35368201	2.08301217	0.14641825	3.53065343	0.02445695	8.46139974	3.48814363
MT1E	2.66151345	4.20673996	4.6881247	7.81757035	0.0691397	3.57258655	0.0	4.58619586	2.77914296
MYC	4.97646184	4.56042382	4.9984748	7.32694421	5.31015832	3.03848008	5.04082881	2.98645884	1.93441166
NAP1L4	6.51158325	5.81641076	6.20915928	6.00939604	6.36683084	4.650238	6.65665321	4.94842871	6.1243626
CEACAM6	4.32811069	10.13462556	5.62628585	5.35746563	0.16817522	7.53595573	4.37666456	0.9387315	0.27500705
NDUFC2	6.98757059	8.05153913	7.75517383	10.0267602	5.87076821	4.85625951	8.96933685	7.28229348	6.51266585
NKG7	5.01096362	3.69350023	6.80089919	2.08527013	3.16415728	3.837691	0.0	7.98664446	11.00064246
NPR1	0.00283109	0.0	0.77068306	0.11054547	0.0	0.00300249	0.92746831	0.0	0.0
OAS3	2.31976243	2.04846871	3.70265754	3.05075496	1.76996403	2.37897395	1.59192645	4.85908027	4.92277929
FURIN	0.50043787	0.35265093	2.7239869	0.85526491	0.23154412	0.7052407	1.49940357	1.39909912	1.10657166
SERPINA5	1.28074426	0.20312656	0.10437373	5.54459779	0.0	0.0721058	1.46988598	0.0	0.0
PDE4B	5.27177648	5.71009139	5.90702476	4.57477859	6.27034205	4.81619435	4.69989368	5.44322276	6.41502811
PF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCB4	2.24591936	0.90211953	2.80176462	1.06243574	3.38712438	0.0	2.09913228	4.15278118	0.0
PHEX	0.60118712	1.12794766	2.06780603	4.6454449	0.07226174	0.06867081	1.29600735	0.01285092	3.83069477
PMCH	0.50897187	0.0	2.70538532	0.3245488	0.05721394	0.0	0.0	0.0	1.98590517
PNOC	4.92208739	0.0	1.1606849	0.0	6.72789571	0.0	0.0	0.0	0.46176136
PPARG	0.37036359	0.23032014	2.40058322	0.65917728	0.03498399	0.03210084	1.60223311	1.83656201	0.0
MED1	4.05915129	6.7663396	3.35736536	2.85001745	4.07054546	5.12369033	3.91399348	1.94643538	2.18938532
PPP1R2	6.15122317	5.77491253	6.22248992	6.20862189	6.35294627	6.31431889	5.9106437	4.71198751	6.69909041
PPP2R5C	8.74836479	7.64028454	8.00206374	7.90793289	9.03613239	5.90065552	7.24902779	7.95141663	9.15965693
PPT1	5.99126673	6.21533191	6.15523979	8.22913561	6.85567265	5.43295941	6.66864026	7.90545668	7.19917609
PREP	4.28544185	4.00843396	2.24707146	2.45154083	2.4251663	1.42043749	3.45653062	4.70393999	4.40640817
PRF1	1.33076326	0.83380572	3.78963127	0.16922534	0.01630181	0.00958605	0.16909741	4.81284947	6.98141506
PRG2	0.02502879	0.07854478	0.09313431	0.27109966	0.0	0.03679636	0.0	0.0	0.88318634
PRKCQ	0.43124089	0.04431084	1.86328138	0.68339023	0.11224519	0.00779351	0.0	0.06241261	4.86358059
PRNP	4.7895057	4.44960854	5.94520906	4.08676833	4.27049496	1.26478662	1.7209139	6.52309144	4.70696025
PSMD4	7.19824331	7.36513718	7.72129901	7.04609514	6.66311169	6.46619885	6.24116667	7.21356728	6.27496565
PTGDS	0.87282876	0.02688435	1.91849166	0.58958919	0.0	0.0	0.54708359	4.65679741	9.04135799
PTGIS	0.50225785	1.08130716	2.75617405	1.08838834	0.01370587	0.03972331	1.8542531	0.0	0.0
PTGS1	2.47016496	0.01333464	0.43920434	1.48832803	1.20191895	0.96532255	1.53066685	4.18252504	0.0
PTPN13	0.09133715	5.22083664	2.41039208	2.38553144	0.00980318	5.37466278	3.12053389	0.03969253	4.6522634
PVALB	1.23550825	0.0	1.23330505	7.17117589	0.10433666	0.0	1.69426913	0.0	0.21619616
ABCD3	2.39550353	2.82748032	3.68873678	5.93145098	1.95639464	2.89384756	6.38807285	1.02707953	0.83771903
RAP1GAP	0.08041403	1.81752581	0.74237551	1.30742853	0.01110525	0.38220611	0.98090979	0.0	0.0
RARRES3	5.85247601	4.86468141	6.84050705	8.1764479	5.05372352	4.32508054	5.22668876	8.10517243	8.35502557
RBM3	8.13067903	7.11818468	7.47774083	7.50488759	8.28595699	5.00157709	7.4203338	6.78646568	7.37792869
RBMS1	4.75897507	4.31831684	5.19365849	2.14928893	2.83077159	3.2521608	3.72077272	5.915458	4.50349009
RNASE2	0.66967473	0.13030334	2.31212278	0.02689661	0.0	0.0	0.0	5.43529522	0.0
RORA	2.82502236	3.35956133	4.44334289	2.14101656	1.14374961	3.21839371	1.60407132	5.73862564	2.03796785
RPA1	5.64010546	4.68600687	3.70536699	4.40199653	4.50603524	4.19554446	4.09701263	2.7835118	1.54706589
RPL19	10.88373849	13.53699023	10.14246583	10.65589991	10.74715621	11.44517568	10.92039104	9.56484845	10.56987986
RRAD	0.03738222	0.0631742	1.15364412	0.10774873	0.0	0.0	0.04287024	3.21698576	0.0
S100A12	0.03688007	1.17434554	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCN3A	0.14777186	0.03796785	0.99080446	0.01344602	0.0091517	0.29179999	0.0	0.00983746	0.06503609
CCL1	0.20833889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL4	7.84340852	2.70781925	6.18513608	2.22510663	5.64676488	1.31517976	0.0	13.02841512	9.73231443
CCL7	3.29186137	0.04863478	1.45242943	0.02341666	0.0	4.6537766	0.0	9.23847388	4.87441447
CCL13	3.98426383	0.06416021	3.44406079	0.03830847	0.0	0.0	0.0	9.80641819	5.47427379
CCL17	1.32017519	0.0	0.03402889	0.00941232	0.61052827	0.10433666	0.0	0.0	0.0
CCL22	3.36801997	1.95517107	4.92040912	2.27012115	6.51186763	2.57026052	0.0	6.70347378	5.32648941
CXCL5	0.02376227	1.14544456	0.79899569	0.00849993	0.0	0.03621025	0.0	0.0	0.0
