gene_id	BC_01	BC_02	BC_03	BC_03LN	BC_04	BC_05	BC_06	BC_07	BC_07LN	BC_08	BC_09	BC_10	BC_11
ENSG00000111796.3	0.0	0.0	2.045858520730648	0.9284823057486504	0.031921474132098455	0.0	0.0	2.407539371459923	3.2527618171453927	0.0	2.09417975746492	0.0	0.0
ENSG00000213886.3	0.0	0.0	0.0968817945690265	6.494773417701259	7.639471320260024	0.0	0.0	4.440600507041614	0.0	2.736369575289117	7.351201332017685	0.0	4.35434957257974
ENSG00000169385.2	0.0	0.0	0.0	0.0	1.941551990037609	2.9257282097875157	0.0	3.028811799641119	0.0	0.0	1.7721671898847724	4.3790750659638356	0.0
ENSG00000137714.2	3.4506275743013495	1.9753157366194025	2.835323235799887	2.37851162325373	0.998776858730559	3.1278476379333155	2.974309036883654	3.0073362315453576	2.3277958089493453	2.3192911999578207	2.4367837097810647	3.37851162325373	1.2332187513982322
ENSG00000096401.7	3.692607455034682	3.5289954210155323	4.050501697446727	4.743211384003037	5.307854527852121	4.86859569746673	3.9606970393043124	4.001766926174188	4.9191781527002085	3.8230847382663495	3.3412504588623215	4.166514610409004	4.909947616666455
ENSG00000136938.8	4.409208139665532	3.7302517694376864	4.688134983446069	6.29661758668591	4.4852521561801515	4.285152379907448	5.414446775074367	5.175806359122322	5.521572292915181	3.9195059046933816	4.996027123425076	6.1661128574014255	7.11467935294331
ENSG00000100448.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000114315.3	4.459507282476946	4.74213135915629	3.3844605810081356	3.8598792188818054	4.670189326633484	4.7801123588995	3.2381754185773755	4.7627135760252575	4.40967272252039	5.510287733771707	2.3380915747680344	4.515739255642848	5.528855420216842
ENSG00000213144.2	1.8040217783934869	3.687440673866634	4.816239908051823	3.282978878358157	1.9103424103228166	0.10651365591348665	0.2878268672850812	1.5756919872793353	0.18161266038369475	0.0	0.16414264884830632	0.06695024392462703	0.0
ENSG00000186160.4	0.0	0.0	0.0	0.0	0.015565303146876468	6.894392591353264	0.0	7.017675238793638	6.1531208340647945	0.0	0.0	0.0	0.0
ENSG00000137976.7	3.597118563027094	0.0	0.0	0.0	0.0	0.0	0.01663894211378915	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000145649.7	0.0	0.0	0.0	0.0	0.03024628686812028	0.0	0.0	2.0845312103612117	5.487127116160081	0.0	7.840275436297868	0.02680005934371527	4.306898512313072
ENSG00000171951.4	0.0	0.0	0.012810237899395357	0.006542845866772086	1.9317151044867162	1.3905676408288006	0.0	0.0	0.15643325228478594	0.0	0.0	0.0	0.0
ENSG00000124212.5	0.0	0.0	1.3269104267665173	0.0	0.8111226628559417	1.9914496966360713	1.1419558855836447	1.975320875236601	3.7623488156441294	2.96122066702086	0.0	2.3110671022555955	0.19592020997525691
ENSG00000158050.4	1.5308774790115711	3.7448722704219435	3.047557252577074	5.307938478755576	4.3414671847597965	0.7615615934944073	1.4750848829487828	6.00536475924516	5.135731546384449	4.954439099780917	5.214461602163865	5.111083492255321	5.19377174339668
ENSG00000111536.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.756926235779461
ENSG00000156127.6	1.7256572715697256	2.4404776741162415	4.22969184159345	4.183385456581841	2.72220665690304	2.48428881742768	1.5386374851706432	4.553179775631321	4.110259223652013	0.0	4.821752726638434	0.0	0.21072889548933593
ENSG00000138166.5	1.3205957613702715	4.529307837576265	4.965734374348705	4.848424915451478	5.3094647923487654	4.40667271575583	2.8263552676158152	6.074454225328259	4.272586653777197	0.010624183033084081	5.892188613420488	0.040892430646901054	2.840875177442766
ENSG00000109674.3	0.07829452597674416	0.02680005934371527	1.2633593005634383	4.320930979270402	0.9299835239137038	1.271208337279494	0.6371001240563317	0.0	3.0874308165876694	0.0	0.7577344592607781	1.988457472811402	0.0
ENSG00000116824.4	0.06297185632891508	0.0	6.743175052861435	5.130766169210836	4.647392567956758	0.0	0.3080113145521776	6.261840506140997	3.263091114429972	0.0	7.31737794042664	0.029452885786970088	2.7012465945832034
ENSG00000165512.4	4.316229306546089	3.9416429280405443	3.6921979585291447	4.41126599216188	4.469610087325495	5.6579109286276426	4.088277309680452	4.041957568679911	4.926268018496346	4.588199702779165	4.3955312793445716	2.134836993449116	3.1894651878379574
ENSG00000134489.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016950068929937386
ENSG00000125810.9	0.0	0.015630096489272598	0.0	0.0	0.01023365069884847	0.0	0.06708796480114695	0.7858582216644773	0.017854694922597267	0.0	2.6865752279050747	0.34056226902641357	0.0
ENSG00000263276.1	5.014561299075741	7.549050278116014	5.052206725996432	3.444570697646395	2.8434388395403998	6.03308828377889	4.709290635723358	3.0674902504965567	3.652930182990014	4.868691059255459	4.09199595815111	4.852123718743417	5.365749791923445
ENSG00000086548.8	0.07355660697008111	6.154933809277992	2.7141118254448378	0.8188505608954335	9.50274652970712	6.091356386015413	8.243076848259669	5.870475933617242	5.56498780095989	0.22543589404113532	1.34549100006194	0.025028794491522444	0.0
ENSG00000160182.2	12.100221726190368	7.687866788569917	9.671177161497749	6.487389874896058	4.4585199208183415	8.263457008494889	0.0	4.0823452704419045	3.4753786011896035	0.0	0.0	0.0	0.0
ENSG00000180596.7	6.092781531162385	6.141581682042872	7.558815748079342	6.777104050346264	3.5443135297902306	2.8426001391101967	2.0281447677133784	6.095109458399149	6.079446543574227	0.29457280475383396	5.641184732088092	1.293885430302371	5.1307062734158
ENSG00000172215.5	0.00940230113221803	0.2703153521751477	0.0	0.0	2.894184737292092	0.8018842699701971	0.0	1.9518218038647006	0.3661044325198548	0.0	5.399917318846801	0.015247773698937109	0.5224210346524433
ENSG00000251246.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000126368.5	0.41642403954980656	0.8484262161968292	2.238539009328946	1.1139429078086471	5.496507847856907	2.979645299896522	0.06818925877896807	2.3164297317907185	0.4705736990758841	0.0	0.012211083950874365	0.10517519226547889	1.6915341649192002
ENSG00000168564.5	2.9624778367270626	4.111523219014398	4.307231583680661	4.541638734436141	4.141513151484808	2.1506018748303792	4.32417694550338	4.1598792495225805	5.06408077721257	0.7420999684648774	3.2999284226814964	3.7533504806437237	3.100366077117575
ENSG00000124882.3	0.0555160514098676	0.007964323719701545	1.635534791053662	0.03293434475817275	7.296354740725346	0.0	1.9208268271889142	4.153884794952786	2.44780373081708	0.2991681918875071	5.336277436139941	3.3006728694240444	4.678737768314118
ENSG00000144063.3	0.03345688710640315	0.0	0.0	0.0	0.6887303866113599	0.6342009898532487	3.240802778292082	3.7649106083299295	3.78890235662733	2.1394979676908044	0.930548119247855	3.493054841539428	2.2973248326699776
ENSG00000108702.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000258297.1	6.884997028188914	8.927725060883617	6.301716163407259	5.456979338686464	5.353831630889363	8.189314353678084	5.261951978592154	4.974097367857635	6.281061327991787	4.083176361360578	7.021622227964597	5.57321166262812	7.224589335386468
ENSG00000169418.9	0.0	0.0	0.0	0.0	0.010961855496452115	0.879705766282288	0.0	0.0	1.3751574920343732	0.0	0.0	1.8386997017742444	0.0
ENSG00000178445.8	0.0	0.2376948187803847	1.434402824145775	0.2612846238838341	0.13705886508070703	2.4178218352393106	2.49988414589191	0.0	0.5747641595551796	0.4412987081888357	2.5513929680274545	0.0	0.0
ENSG00000104140.6	1.3116819545711254	1.3875004064809844	1.164542776502287	2.0626869205500467	1.6409973119037933	2.7913405129626323	0.6566336545883843	4.035675655396726	3.1994723424428404	2.5296580129872845	3.1031059299367105	1.4025857582325874	2.9668331360648006
ENSG00000100234.11	4.515578547347749	7.619494236419015	5.772834370375083	2.542775818505991	4.471903878415128	2.6473593683051804	0.004033901284489715	5.624163985202888	2.999591632292158	5.644658857597579	3.3261058556764724	6.46384107750299	6.839959587489531
ENSG00000180644.6	0.015453652406512872	0.0	0.6670635809360498	0.419097557903912	1.2687287268921121	0.13767384368884808	0.0	2.0321700056609076	2.2422429700977973	0.0	6.528138903957019	0.0	1.7140956194852106
ENSG00000163739.4	1.2761530440974935	0.03763323462500768	0.061822893546975836	0.0	9.14300351312756	0.0	8.03260781376788	6.125418535494666	0.24592038496994628	0.0	5.145059218941023	2.481072856827754	7.682196588727497
ENSG00000163347.5	1.8213962444042968	1.8340465990876051	0.0	0.0	0.05045742556952592	0.0	0.0	6.415064019164524	6.1433456677617375	2.5648552940904956	2.437893526474169	1.3473113163652854	0.0
ENSG00000176595.3	0.5160151470036649	0.0012875458604604526	0.0	0.0	0.0031753226280760312	0.005049952145777922	0.0	0.2158308390487783	0.0	0.38765024550159927	0.0067169162145806465	0.0	0.0
ENSG00000165507.8	0.03562390973072122	2.427893457315235	1.4645269856009036	1.5991446425889342	3.581923121139555	4.978819641733461	1.5706572203052909	6.275167766604464	6.043288371902636	6.444543199820501	4.987616469872689	5.0807109534012245	2.467042292618776
ENSG00000115461.4	5.912226087447775	4.3763672914136995	0.3856922023619081	0.20664322398339532	3.698915336829132	1.8902066257177434	3.4574366977723683	2.457012241161954	3.164592005215929	4.486742350400524	1.4694518871961506	4.337978629456992	4.369910575265505
ENSG00000183395.4	0.0	0.0	0.8261705441017716	0.037797510150308786	0.0	0.0	0.0	3.3431290945069763	0.9605396858612933	0.0	3.3735786151051057	0.0	0.0
ENSG00000163737.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000242019.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225193.5	1.6129875476725983	2.554983455924745	0.1835508912693714	1.5265241359702117	8.171952790112229	2.368459974327961	3.131852845964662	0.2988882820973826	1.2616727303755686	0.0	0.11169907219742026	0.0	0.0
ENSG00000100625.8	0.12991702927812757	1.3728526257126041	4.219304592662969	2.911186048959732	4.807127845646382	3.0650933061345307	2.9912451849018495	2.4364649693302063	1.5711043528211173	2.5755228048348506	1.933257879878432	3.938344608976051	2.5486608023114243
ENSG00000163735.6	0.0	0.0	0.0	0.0	0.8929343115688123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5624922199174613
ENSG00000196668.3	5.324561383074793	6.5003923452347045	0.9290744357933244	2.2609015760222952	0.2804530890741703	3.0867573021998678	0.23878685958711648	0.15412314531941945	0.0	1.702946573751667	0.0	0.07638806851284112	0.0
ENSG00000228748.2	6.687087613685879	9.135482100998475	5.627488533042874	4.582457469862049	6.6206684133168965	7.862919078911161	4.324724211909281	5.818871608463669	5.157653909808228	6.458518953706725	3.965568826114676	7.583947748980051	1.1529208801153648
ENSG00000171431.3	0.0	0.0	3.1319987418521764	0.0	6.67671013945855	0.0	0.0	0.016034798452997018	0.007601722733338204	0.0	0.0	0.0	0.0
ENSG00000143185.3	0.0	0.0	3.6813580891887274	0.6472517049424741	4.671667596263249	0.0	0.0	5.943333019212767	2.531869878344757	0.0	4.680127407650879	0.10349763970333646	1.3714321381144605
ENSG00000272379.1	1.4628577312616715	3.8244587438175275	7.626989573199393	9.415278526024858	5.624710589860954	6.99549186066887	7.461459801943333	8.555374837116533	9.70923763198108	5.583144919569906	5.505922678831331	7.789060819970103	5.576164800453442
ENSG00000203589.2	0.0	0.19961626230643892	0.6594309073998239	0.0	1.5460521079706198	0.8183406395184225	0.0	0.45314310980653333	0.04343695442736235	0.0	0.015545144624629274	0.0	0.0
ENSG00000229891.1	1.7356887991181569	2.376875773907424	0.0	0.4345129893790056	0.8162699337818187	0.0	0.0	4.3423204792581656	4.322554034286568	1.2968723280190284	0.0	1.5524385552535385	3.1283833941507635
ENSG00000156427.7	0.7321856932912052	0.0	2.920087252431046	0.7203978722140048	0.9657295101156552	0.03827197884253338	0.21611335844630125	1.9579510050437092	1.7990090836627888	2.080509367611848	0.0	0.0	0.831877241191673
ENSG00000129654.7	0.0	0.69964681070652	0.0	0.0	0.355570591871576	0.0	0.0	0.00846157874819607	0.0	0.11103131238874395	0.0	0.0	0.0
ENSG00000163751.3	2.1151357107214803	0.0	0.0	0.0	0.5431183518289964	0.005049952145777922	0.0	0.0	0.009225465213002233	0.0	0.0	0.0	0.0
ENSG00000261459.1	0.0	0.0	0.0	0.0	0.0	0.0	0.012640180778770332	0.16803789189804694	0.011657657484851038	0.0	0.0	0.0	0.0
ENSG00000105205.6	0.0	0.0	0.6505161825920762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000182795.12	1.8493834468259125	1.354230488074397	0.001948271789521846	0.0	2.7540540665985653	0.6885727645480929	3.21890513195676	4.033932529914699	5.4447945643048365	3.455720320354051	0.8406310769319028	3.939344132834478	1.3504972470841332
ENSG00000253475.1	3.007126484491191	4.188920826932282	6.052723715714055	3.659779285477321	4.446659975453168	5.678419509410383	3.951998016876165	6.658385122258334	6.579012742280826	6.043234174950819	3.762419690593955	4.858012087358064	6.104222276709566
ENSG00000123689.5	0.06350294230615795	2.0977311767041664	3.37016428054021	2.860439169637454	3.445201472359724	0.0	2.5613016941453695	4.423630897209451	4.952368734753889	4.370952688216117	3.690528841401457	5.759888183221835	5.327360748286199
ENSG00000197208.5	2.702316561342316	2.154962732884704	0.2174822540193863	0.0	0.19203363693265482	0.0	0.0	1.0860643968721686	0.13229747018265278	1.8730428251248457	0.0069562286545237296	0.0	0.5744318332289866
ENSG00000121691.4	4.846570461306588	4.036330632040023	5.1202532917910215	4.58513736224987	5.834759201328038	5.210435421049673	4.6688452830210725	5.655396729720255	6.358285448164774	4.304161817063795	6.0066795200596825	4.480547880669589	6.148305551723688
ENSG00000102962.4	3.1554877068013103	1.9320881757148445	2.965721896500565	2.1208344874191023	6.173520462695592	0.0	0.16040392586001362	6.123013695116306	5.500495427339118	0.014355292977070054	0.003122457812824401	0.012568673503055681	4.04970996488329
